incident__incident_id,incident__source__source_name,incident__source__source_type,incident__source__source_id,incident__source__source_url,incident__context__document_id,incident__context__provider,incident__context__model,incident__context__extracted_at,incident__context__region,incident__context__operator,incident__context__operating_phase,incident__context__materials,incident__event__top_event,incident__event__incident_type,incident__event__summary,incident__event__recommendations,incident__notes__schema_version,incident__pifs__people__competence_value,incident__pifs__people__competence_mentioned,incident__pifs__people__fatigue_value,incident__pifs__people__fatigue_mentioned,incident__pifs__people__communication_value,incident__pifs__people__communication_mentioned,incident__pifs__people__situational_awareness_value,incident__pifs__people__situational_awareness_mentioned,incident__pifs__work__procedures_value,incident__pifs__work__procedures_mentioned,incident__pifs__work__workload_value,incident__pifs__work__workload_mentioned,incident__pifs__work__time_pressure_value,incident__pifs__work__time_pressure_mentioned,incident__pifs__work__tools_equipment_value,incident__pifs__work__tools_equipment_mentioned,incident__pifs__organisation__safety_culture_value,incident__pifs__organisation__safety_culture_mentioned,incident__pifs__organisation__management_of_change_value,incident__pifs__organisation__management_of_change_mentioned,incident__pifs__organisation__supervision_value,incident__pifs__organisation__supervision_mentioned,incident__pifs__organisation__training_value,incident__pifs__organisation__training_mentioned,bowtie__hazards_json,bowtie__threats_json,bowtie__consequences_json
ac-857-shell-offshore-08-feb-2016,,,,,,,,,"Gulf of Mexico, Alaminos Canyon Block 857",Shell Offshore Inc.,production,"['saltwater', 'drilling fluid']",Personnel struck by flange released from bench vise,Struck-by injury requiring evacuation,"On 08-FEB-2016 at 1315 hours, an H&P Mechanic was struck in the face by a flange associated with a butterfly valve while tightening bolts on a flange connection secured in a bench vise. The flange rotated and released from the vise due to excessive force applied during torqueing of the second-to-last bolt. The mechanic sustained lacerations above the right eyebrow and down the bridge of the nose, requiring medical evacuation and stitches. Contributing factors included improper body positioning, excessive force applied to the tool, and excessive wear on the vice jaw.",Personnel should not apply excessive force to a tool while pulling toward their body; Personnel should not stand in the direct path of impact should equipment fail; Proper tool selection should be used for the job to be conducted; Proper body positioning must be maintained during tool use,2.3,inadequate,True,,False,,False,inadequate,True,inadequate,True,,False,,False,inadequate,True,,False,,False,,False,inadequate,True,"[{""hazard_id"": ""H-001"", ""name"": ""Pressurized or spring-loaded equipment under tension"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Manual tool use with high force application"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Worn or degraded equipment (bench vise)"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Flange slips or rotates out of vise due to excessive torque force"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Personnel positioned in direct line of fire of released object"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Worn vise jaw loses clamping force on secured object"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Personnel struck by flange causing facial laceration"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Medical evacuation required"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Lost time accident (1-3 days)"", ""description"": null, ""severity"": null}]"
ac-857-shell-offshore-12-nov-2015,,,,,,,,,Gulf of Mexico,Shell Offshore Inc.,drilling,"['casing', 'drilling fluid']",Structural damage to crown cluster,Equipment failure,"During tripping in the hole with 22 inch casing on the landing string, a Floor Man monitoring the hydra racker drag chain noticed excessive derrick shaking and observed smoke from the main side crown cluster. The first reduction 78 inch sheave in the crown cluster was found to have a vertical crack and had shifted downward approximately 3 inches. The root cause was identified as weld defects near the root of the weld between the web plates and the hub as noted in NOV Product Bulletin No. 87819987.",,2.3,adequate,False,,False,adequate,False,high,True,adequate,False,,False,,False,inadequate,True,,False,,False,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Structural failure of crown cluster"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Weld defects in sheave assembly"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Sheave crack propagation"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Sheave downward displacement"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Loss of lifting capability"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Potential dropped object hazard"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Operational shutdown"", ""description"": null, ""severity"": null}]"
ac-857a-shell-offshore-11-feb-2014,,,,,,,,,Gulf of Mexico,Shell Offshore Inc.,production,['Synthetic Base Mud'],Loss of Containment - Mud Pit Discharge,Pollution,"On 11 February 2014, an estimated 144 barrels of Synthetic Base Mud was discharged into the Gulf of Mexico from the #3 Active Pit dump valve during a mud pit cleaning and transfer operation. The incident resulted from failure to follow the Job Safety Analysis (JSA), improper Lock Out/Tag Out procedures, and inadequate sampling prior to discharge. The #3 Dump Valve was left in the open position and not properly identified during the operation.",Installation of additional isolation valve in piping layout to provide barrier against accidental discharge; Enhanced procedures for opening and closing overboard discharge valves; Improved Lock Out/Tag Out execution and verification; Proper sampling from correct pit location before discharge authorization,2.3,low,True,,False,low,True,low,True,low,True,,False,,False,,False,low,True,low,True,low,True,low,True,"[{""hazard_id"": ""H-001"", ""name"": ""Pressurized mud in pit system"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Mud pit cleaning and transfer operation"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Dump valve left in open position"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Failure to follow JSA procedures"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Inadequate Lock Out/Tag Out execution"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Lack of isolation valve in piping design"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Unauthorized discharge of mud to Gulf of Mexico"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Environmental pollution - 144 barrels spilled"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Regulatory violations and non-compliance"", ""description"": null, ""severity"": null}]"
ac2033720llog2012-oct-2024,,,,,,,,,"Gulf of America, Alaminos Canyon Block 337","LLOG Exploration Offshore, L.L.C.",drilling,"['drill pipe', 'bottomhole assembly']",Worker pinned by Pipe Racking System arm,Struck-by / Crushing Injury,"On October 12, 2024, at 0540 hours, a Derrickman (Injured Person/IP) working on the upper fingerboards of the Pipe Racking System during tripping operations was caught and pinned between the upper PRS arm and a stand of pipe. The IP had repositioned himself from the designated safe observation area onto the upper fingerboards without a proper working-at-heights permit to manually secure a malfunctioning fingerboard latch in the open position. While attempting to tie the latch, the PRS initiated an automatic move to retrieve a stand of pipe in the same row, extending the upper arm and pinning the IP. The IP was freed by manual intervention and evacuated for medical treatment.",Implement written policies prohibiting personnel from working directly on fingerboards during pipe tripping operations; Incorporate derrick areas into Personnel Zone Management system go/no-go zones; Enforce mandatory working-at-heights permits for any work on fingerboards with moving equipment; Establish active monitoring protocols for CCTV cameras during all tripping operations; Conduct training on hazard recognition and safe-zone compliance for all rig personnel; Address fingerboard latch maintenance and repair procedures to prevent malfunctions,2.3,,False,,False,degraded,True,poor,True,inadequate,True,,False,high,True,available_but_misused,True,poor,True,,False,inadequate,True,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Fingerboard latch malfunction"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Pipe Racking System operating in automatic mode"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Worker positioning in line of fire of moving equipment"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Failure to implement working-at-heights permit requirement"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Lack of written policy prohibiting work on fingerboards during operations"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Inadequate situational awareness by multiple parties"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Absence of active CCTV monitoring during pipe retrieval"", ""description"": null}, {""threat_id"": ""T-005"", ""name"": ""Personnel Zone Management system not incorporating derrick areas"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Worker pinned between PRS arm and pipe stand"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Crushing injury to worker"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Evacuation and medical emergency response required"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Lost time accident (>3 days)"", ""description"": null, ""severity"": null}]"
ac2033720llog2027-sep-2024,,,,,,,,,Gulf of Mexico,"LLOG Exploration Offshore, L.L.C.",production,[],Slip/Trip/Fall with Leg Injury,Slip/Trip/Fall,"On 27 September 2024, a Deckhand on the M/V Harvey Freedom support vessel injured his left leg during equipment back-loading operations from the Noble Valiant drillship. The injured party was positioned in the aft setback area attempting to steady a 50-foot basket with a tagline when the support vessel rolled, causing the worker to lose footing. The worker was wearing required PPE and working from the safe setback area. Sea conditions were 2-3 feet with occasional swells of 5-7 feet and winds of approximately 14 knots. The deck was wet but clear of other trip and slip hazards. The worker's boots were in serviceable condition with sufficient tread. The injury required surgery and resulted in more than 3 days lost time.",,2.3,,False,,False,,False,degraded,True,adequate,True,,False,,False,adequate,True,,False,,False,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Vessel Motion and Rolling"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Wet Deck Surface"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Load Handling Operations"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Vessel roll during load landing"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Worker loss of footing on wet deck"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Inadequate body positioning during load control"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Worker leg injury requiring surgery"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Lost time injury (>3 days)"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Worker evacuation from vessel"", ""description"": null, ""severity"": null}]"
ac2073520shell2008-dec-2023,,,,,,,,,"Gulf of Mexico, Alaminos Canyon Block 735",Shell Offshore Inc.,drilling,"['drill pipe', 'drilling fluid']",Lost Time Injury - Personnel Contact with Moving Top Drive System,Struck by moving equipment,"On 8 December 2023 at approximately 08:30 am, a Floorhand sustained a lost time injury when struck by the Top Drive System (TDS) on the Noble Globetrotter II at Alaminos Canyon 735. The injured person was positioned on the port pipe racker upper access platform approximately 80 feet above the drill floor, attempting to troubleshoot a slack rope alarm. The injured person failed to notify the Driller of their return to the platform. When the Driller lowered the TDS, the lower port TDS roller assembly contacted the injured person, folding their upper torso around the handrail. The injured person sustained a punctured lung, fractured ribs, and fractured scapula. The incident resulted from inadequate communication, lack of hazard identification on the JSA, absence of engineering barriers, and no visible warnings identifying the moving equipment hazard.",Implement engineered barrier preventing access to port pipe racker upper access platform during operations or until safe clearance is granted; Identify TDS moving equipment hazard on all relevant JSAs; Post visible warnings and cautions identifying moving equipment hazards on port pipe racker upper access platform; Establish mandatory communication protocol requiring personnel to notify drill floor of position changes; Review and enhance hazard analysis procedures for all drilling operations,2.3,,False,,False,inadequate,True,inadequate,True,inadequate,True,,False,,False,,False,inadequate,True,,False,inadequate,True,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Moving Top Drive System"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Elevated Work Platform Access"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Slack Rope Detection System Malfunction"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Personnel positioned in line of fire of moving TDS"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Inadequate communication between drill crew members"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Insufficient clearance between TDS and platform handrail"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Absence of hazard identification on JSA"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Personnel struck by moving equipment"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Serious bodily injury - punctured lung, fractured ribs, fractured scapula"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Lost time injury requiring evacuation and hospitalization"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Potential fatality"", ""description"": null, ""severity"": null}]"
ac2085720shell2003-oct-2024,,,,,,,,,"Gulf of Mexico, Alaminos Canyon Block 857",Shell Offshore Inc.,production,"['base oil', 'crude oil']",Arc Flash Fire,Fire,"On October 3, 2024, at approximately 9:00 am, an arc flash fire occurred in the SCR house on Shell's Perdido SPAR when a Silicon Controlled Rectifier (SCR) failed. During wireline logging operations and cement pumping for hydrate mitigation, the cement unit's electronic panel lost power. Personnel entering the SCR room heard a loud popping sound and observed smoke. Investigation identified arcing between DC buss bars, arcing on circuit breaker heat sinks, and a failed buss insulator in SCR cabinet #1. The fire was not detected by the rig fire and gas alarm system and was only identified when personnel entered the SCR house. Property damage was estimated at $25,000.",,2.3,effective,True,,False,effective,True,effective,True,effective,True,,False,,False,degraded,True,effective,True,,False,effective,True,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Electrical Energy"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""High Voltage Circuit"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""SCR Internal Component Failure"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Buss Insulator Degradation"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Arcing Between DC Buss Bars"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Arc Flash Fire"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Equipment Damage"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Loss of Power to Cement Unit"", ""description"": null, ""severity"": null}]"
ac2085720shell2004-sep-202320,,,,,,,,,Gulf of Mexico,Shell Offshore Inc.,production,"['Synthetic Based Mud (SBM)', 'drilling fluid']",Unauthorized release of Synthetic Based Mud,pollution,"On 4 September 2023 at approximately 13:20, approximately 24 barrels of Synthetic Based Mud (SBM) was discharged into the Gulf of Mexico from Alaminos Canyon (AC) 857, H&P 205 Drilling Rig located on the Shell Perdido Spar. The discharge resulted from obstructions in two valves (knife valve and butterfly valve) on the degasser tank discharge line that prevented proper sealing. The knife valve was obstructed by cuttings and the butterfly valve was blocked by a piece of rubber, both preventing full closure despite visual verification by crew members.","Crews will fill processing pits with sea water to check for any leaks through containment valves prior to future operations; Install skillet on processing pit master dump valve to prevent unintentional discharge, consistent with active pit master dump valve design",2.3,,False,,False,medium,True,low,True,medium,True,,False,,False,low,True,low,True,low,True,medium,True,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Pressurized drilling fluid system"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Entrained gas in drilling mud"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Valve obstruction preventing proper sealing"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Inadequate valve functional testing prior to operation"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Visual verification of valve position insufficient due to height and obstruction"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Debris accumulation in valve mechanisms"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Unauthorized discharge of synthetic based mud to Gulf of Mexico"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Environmental pollution"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Regulatory violation"", ""description"": null, ""severity"": null}]"
ac2085720shell20fire2021-june-2023,,,,,,,,,Gulf of Mexico,Shell Offshore Inc.,production,['crude oil'],Fire in Subsea Motor Control Center,Equipment Failure,"On June 21, 2023, at 0930 hours, the Variable Frequency Device A (VFD-A) failed at the Perdido Spar platform in Alaminos Canyon Block 857, releasing smoke and activating smoke detectors in the Subsea Motor Control Center room. The failure was caused by the B-phase reactor on the VFD-A failing to ground, resulting in smoke generation. The automated facility shut-in system functioned as designed, triggering personnel muster. Cabinet A reached 350°F while other cabinets reached 210°F. No injuries or pollution were reported. The estimated replacement cost was $65,000.",Siemens to investigate why the reactor thermal switch did not trip the drive on over temperature,2.3,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Electrical equipment overheat"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Uncontrolled smoke generation"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""VFD-A reactor phase failure to ground"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Thermal protection system failure"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Fire in Subsea Motor Control Center"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Facility shutdown and personnel evacuation"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Equipment damage and operational downtime"", ""description"": null, ""severity"": null}]"
ac25-18july2021-exonmobil,,,,,,,,,"Gulf of Mexico, Alaminos Canyon Block 25",Exxon Mobil Corporation,production,"['mooring chain', 'crude oil']",Loss of Mooring Line,Equipment Failure,"On July 18, 2021, the Diana Hoover Spar facility experienced loss of mooring line #4 due to chain link failure. The 160 mm R4 grade chain link, in service for approximately 20 years, fractured at the crown and flash weld. Investigation by Stress Engineering Services determined the fractures were caused by hydrogen embrittlement resulting from improper heat treatment during manufacturing, which resulted in high hardness, low ductility, and low impact toughness. The facility remained stable with the remaining 11 mooring lines per 2010 Facility Model analysis. Estimated repair cost is $10-15 million with 6-9 months required for replacement chain manufacturing.",,2.3,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Mooring system failure"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Defective mooring chain material"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Chain link hydrogen embrittlement"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Improper heat treatment during chain manufacturing"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""High hardness and low toughness in chain material"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Loss of mooring line"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Facility structural damage"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Economic loss and operational downtime"", ""description"": null, ""severity"": null}]"
ac380-shell-29sept2020-updated,,,,,,,,,"Gulf of Mexico, Alaminos Canyon Block 380",Shell Offshore Inc.,drilling,[],Dropped Object,Structural Damage - Crane Incident,"On 29 September 2020 at approximately 17:15 hours, a crane lifting a 15-ton riser spider/gimbal on the Noble Globetrotter II made contact with a handrail during the lift. This contact broke a weld holding a guard for hydraulic hoses. The guard (4 feet long, 12 lbs) fell 6 feet 10 inches to a walkway, bounced through a handrail, and fell an additional 9 feet 6 inches to the main deck. No personnel were injured as the area was clear by design of the lift plan.",Install guides inside the hole in the spider to guide it straight up to clear all hazards and achieve better control of the riser spider,2.3,,False,,False,,False,inadequate,True,inadequate,True,,False,,False,,False,,False,,False,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Suspended Load"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Congested Work Environment"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Loss of Load Control During Lifting"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Contact Between Suspended Load and Fixed Structure"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Dropped Object"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Structural Damage to Equipment"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Potential Personnel Injury"", ""description"": null, ""severity"": null}]"
ac815-17july2021-shell,,,,,,,,,"Gulf of Mexico, Alaminos Canyon Block 815",Shell Offshore Inc.,production,"['crude oil', 'natural gas']",Total Loss of Power,Equipment Failure,"On July 17, 2021 at 10:30 hours, the Transocean Offshore Deepwater Pontus Drillship experienced a complete loss of power while conducting well completion operations on the SA 008 Well in Alaminos Canyon Block 815. The loss of power was caused by failure of an 11,000 volt to 110-volt transformer that sent 11,000 volts to ground, triggering the ground fault sensing device to trip low voltage breakers open. This caused all six power generating units to shut down, resulting in vessel drift. The crew successfully activated the Emergency Disconnect System to disconnect the LMRP from the subsea BOP within 35 seconds. The Chief Electrician manually reset the breakers to restore power after the vessel had drifted approximately 1,000 meters. The LMRP sustained damage from dragging on the seafloor for approximately 320 feet. No injuries or pollution occurred. Total property damage was estimated at $2,150,000.",Improve the power distributing system to monitor the open or close circuit status of the low voltage breakers,2.3,adequate,True,,False,adequate,True,adequate,True,adequate,True,,False,,False,inadequate,True,adequate,True,,False,adequate,True,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Electrical Power System Failure"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Vessel Station-Keeping Loss"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Subsea Equipment Damage"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Transformer Failure with High Voltage Ground Fault"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Unmonitored Low Voltage Breaker Trip"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Vessel Drift Due to Loss of Dynamic Positioning"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""LMRP Dragging on Seafloor"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Vessel Drift and Loss of Station Keeping"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""LMRP Structural Damage"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Potential Well Control Loss"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Property Damage and Economic Loss"", ""description"": null, ""severity"": null}]"
ac857-shell-12jul2018,,,,,,,,,Gulf of Mexico,Shell Offshore Inc.,production,[],Strain injury to subsea engineer during load guidance,Slip/Trip/Fall - Other Injury,"On 18-JUL-2018 at approximately 1630 hours, a Subsea Engineer aboard the Transocean Drillship Thalassa sustained a right knee injury while using a tagline to guide a load down to the deck in the Subsea POD shop. The engineer pulled excessively hard on the tagline while attempting to guide the load, causing the injury. A verbal risk assessment prompt card had been completed prior to the task.",,2.3,low,True,,False,,False,low,True,low,True,,False,,False,,False,,False,,False,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Mechanical load handling during crane operations"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Excessive force applied to tagline during load guidance"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Strain injury to personnel (right knee)"", ""description"": null, ""severity"": null}]"
ac857-shell-26-apr-2021,,,,,,,,,Gulf of Mexico,Shell Offshore Inc.,production,"['drill pipe', 'BOP stack']",Dropped Object,Structural Damage - Crane Traveling Block,"On April 26, 2021 at 0100 hours, while conducting well operations on the H&P 205 rig located on Perdido Spar in AC 857, a swivel pad eye mounted on a Drill Quip Radial Bolt Connector (RBC) contacted a trolley beam during lifting of the BOP double ram. The contact caused the swivel pad eye's mounting Allen bolt to shear, allowing the pad eye to separate into four pieces and fall 26 feet to the deck below. The 5.9 lbs lifting pad eye ring landed within 2 feet of a crewmember. Total damage was $2,500.",Update JSA to include removal and verification of removal of pad eyes from RBC connector; Update Job By Design to move crew further back under safe area; Evaluate if a DROPS shed is needed; Review potential DROPS area with all crews; Explore OEM change in coating color of pad eyes to improve visibility and/or engineer out the need for pad eyes on the RBC,2.3,,False,,False,,False,low,True,low,True,,False,,False,low,True,,False,low,True,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Lifting operations with overhead equipment"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Dropped objects from height"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Mechanical interference between lifting equipment and structural elements"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Swivel pad eye contact with trolley beam during lift"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Inadequate clearance between RBC connector and trolley beam opening"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Poor visibility of pad eye location during lifting operation"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Dropped object striking personnel"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Equipment damage"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Personnel injury or fatality"", ""description"": null, ""severity"": null}]"
ac_815_shell_18-mar-2022,,,,,,,,,Gulf of Mexico,Shell Offshore Inc.,abandonment,"['Mono Ethylene Glycol', 'seawater']",Loss of Containment - Subsea Tree Valve Leak,pollution,"On 18 March 2022 at 1800 hours, during abandonment operations on Shell's Alaminos Canyon 815 well SA001 from the Helix Q-4000, a pressure test of a five-barrel cement squeeze failed to hold 1000 psi. Investigation revealed the chemical injection tree valve 1 (CIT1) on the subsea tree was leaking approximately 188 barrels of a 50/50 mixture of Mono Ethylene Glycol and seawater into the Gulf of Mexico. The CIT1 valve had not been functioned to verify closure prior to the pressure test; operators relied on documented position from well handover procedures. Manual ROV intervention and hydraulic functioning of the valve eventually stopped the leak.",Shell to modify Shell Perdido SA001 Well Handover Procedure to include procedures for verifying status of all valves on the subsea tree,2.3,,False,,False,,False,medium,True,low,True,,False,,False,medium,True,,False,low,True,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Pressurized fluid in subsea tree"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Mono Ethylene Glycol and seawater mixture"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""CIT1 valve not fully closed prior to pressure test"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Failure to verify valve position before operation"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Reliance on historical valve position documentation without functional verification"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Discharge of 188 barrels of MEG/seawater mixture to Gulf of Mexico"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Environmental pollution"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Regulatory violation of 30 CFR 250.300"", ""description"": null, ""severity"": null}]"
